Date,EmpID,Engagement,Satisfaction,WorkLifeBalance,InEmployment
2022-10-24,1732,1,5,4,No
2022-10-26,1733,4,5,3,No
2023-04-04,1734,4,1,4,Yes
2023-05-10,1735,4,4,5,No
2023-04-21,1736,3,1,3,No
2023-03-30,1737,4,5,2,Yes
2022-11-13,1738,4,1,2,No
2022-10-10,1739,2,5,1,Yes
2022-09-20,1740,5,4,4,No
2022-08-22,1741,3,4,2,No
2023-05-20,1742,5,5,3,Yes
2023-04-20,1743,4,1,5,Yes
2023-05-02,1744,2,1,4,Yes
2022-11-14,1745,4,4,3,Yes
2023-06-20,1746,4,3,4,No
2023-03-28,1747,1,4,4,No
2023-02-12,1748,3,2,4,No
2022-08-05,1749,1,4,5,Yes
2022-11-13,1750,1,2,5,Yes
2022-08-24,1751,4,4,1,No
2022-12-11,1752,2,1,2,No
2023-05-30,1753,5,3,3,No
2022-12-29,1754,5,5,1,Yes
2022-10-17,1755,4,1,1,Yes
2023-06-27,1756,2,4,4,Yes
2022-08-18,1757,5,4,5,Yes
2022-08-18,1758,5,3,5,Yes
2022-09-16,1759,5,2,4,Yes
2023-03-16,1760,5,3,2,No
2023-02-20,1761,3,2,1,No
2023-03-19,1762,3,3,5,No
2022-08-18,1763,4,2,4,No
2023-03-13,1764,2,3,5,Yes
2022-12-24,1765,5,5,2,Yes
2023-05-23,1766,1,5,2,No
2022-08-09,1767,4,1,1,No
2023-02-11,1768,3,3,3,Yes
2023-02-10,1769,4,3,5,No
2023-02-24,1770,1,3,5,Yes
2023-06-03,1771,3,2,1,Yes
2023-01-01,1772,3,4,5,No
2022-11-20,1773,5,5,2,Yes
2022-12-09,1774,1,1,2,Yes
2023-05-10,1775,4,2,3,No
2023-01-16,1776,3,2,3,No
2023-02-02,1777,1,3,1,No
2022-11-19,1778,3,5,4,Yes
2022-08-22,1779,5,3,4,No
2023-06-03,1780,2,3,2,No
2022-09-27,1781,2,2,4,Yes
2023-07-07,1782,3,4,1,No
2023-04-21,1783,5,2,4,Yes
2023-02-23,1784,2,3,1,No
2022-08-08,1785,4,4,5,No
2023-06-03,1786,4,2,1,No
2023-02-23,1787,2,5,3,No
2023-08-04,1788,2,5,1,Yes
2022-10-07,1789,4,3,1,No
2022-10-11,1790,4,5,4,No
2022-09-18,1791,4,5,3,Yes
2022-09-12,1792,2,3,5,Yes
2022-09-04,1793,1,1,2,Yes
2023-05-17,1794,4,4,2,Yes
2023-06-10,1795,5,1,4,No
2022-11-23,1796,3,5,2,Yes
2023-05-03,1797,3,3,5,No
2023-01-27,1798,3,2,4,Yes
2023-04-28,1799,2,5,3,Yes
2023-02-03,1800,4,3,5,No
2023-06-02,1801,3,4,3,No
2023-05-21,1802,4,2,5,Yes
2023-01-19,1803,1,3,1,Yes
2023-04-14,1804,3,3,5,No
2023-07-09,1805,3,3,1,No
2022-08-05,1806,1,2,5,Yes
2023-02-03,1807,1,4,4,Yes
2023-04-25,1808,5,2,4,No
2023-04-07,1809,5,2,1,Yes
2023-07-06,1810,5,1,4,Yes
2022-09-11,1811,2,5,1,Yes
2022-12-05,1812,4,2,5,Yes
2023-06-03,1813,3,5,3,Yes
2023-04-15,1814,3,3,1,Yes
2022-10-23,1815,1,4,5,Yes
2023-04-03,1816,4,3,1,Yes
2023-02-28,1817,3,1,5,No
2023-06-25,1818,3,1,3,Yes
2022-12-11,1819,3,1,1,Yes
2023-03-23,1820,5,4,3,No
2022-11-03,1821,1,2,1,No
2022-08-27,1822,5,2,2,Yes
2023-05-12,1823,4,4,3,No
2023-03-15,1824,3,1,1,No
2022-10-27,1825,1,3,3,Yes
2022-09-28,1826,3,2,5,No
2022-09-25,1827,1,3,5,No
2022-11-27,1828,3,3,2,No
2022-08-19,1829,2,1,2,Yes
2023-07-12,1830,1,4,1,Yes
2023-03-25,1831,2,2,2,Yes
2022-08-06,1832,1,2,4,Yes
2023-01-23,1833,4,3,2,Yes
2022-12-08,1834,4,5,1,No
2023-04-11,1835,5,2,2,No
2022-10-06,1836,1,4,3,Yes
2023-01-01,1837,1,3,3,Yes
2023-07-01,1838,2,1,1,Yes
2023-04-28,1839,3,3,3,No
2022-08-24,1840,5,1,4,Yes
2023-03-30,1841,3,5,3,Yes
2022-12-07,1842,1,4,4,Yes
2023-07-31,1843,1,5,4,Yes
2022-12-20,1844,2,1,4,Yes
2023-06-18,1845,1,2,5,No
2023-06-21,1846,5,4,1,Yes
2022-11-23,1847,5,2,3,No
2023-04-10,1848,2,4,5,Yes
2022-09-20,1849,2,4,4,Yes
2023-05-09,1850,3,1,2,No
2023-03-01,1851,1,1,4,No
2023-05-02,1852,3,4,1,Yes
2022-08-27,1853,4,3,5,Yes
2023-07-29,1854,1,2,5,No
2023-01-31,1855,3,3,3,Yes
2023-03-14,1856,2,3,3,Yes
2022-08-21,1857,1,4,1,Yes
2022-10-26,1858,2,4,1,No
2023-02-17,1859,4,2,5,No
2023-03-21,1860,1,4,3,No
2022-09-22,1861,1,2,4,Yes
2023-03-11,1862,5,4,4,Yes
2023-07-04,1863,5,2,2,No
2022-12-10,1864,3,2,1,No
2023-01-12,1865,1,3,4,Yes
2022-10-12,1866,3,5,2,No
2023-05-08,1867,1,5,2,No
2023-02-26,1868,5,3,3,Yes
2022-08-31,1869,1,2,3,Yes
2022-09-13,1870,2,5,3,No
2022-12-12,1871,1,4,3,Yes
2023-04-17,1872,1,2,5,Yes
2022-08-14,1873,5,2,3,No
2023-05-04,1874,2,4,4,Yes
2023-08-05,1875,3,1,4,No
2023-01-09,1876,4,2,1,Yes
2022-09-08,1877,2,3,2,Yes
2023-01-13,1878,5,3,3,Yes
2023-08-05,1879,2,3,4,No
2023-04-13,1880,5,1,2,No
2022-09-18,1881,3,5,3,Yes
2023-07-07,1882,1,4,2,No
2022-10-09,1883,3,4,2,No
2023-04-14,1884,1,3,3,Yes
2022-09-14,1885,1,2,4,Yes
2023-01-18,1886,3,2,5,Yes
2023-05-07,1887,2,3,3,Yes
2023-07-23,1888,1,5,1,Yes
2022-10-06,1889,5,4,4,Yes
2023-05-12,1890,1,3,2,Yes
2022-12-22,1891,2,5,2,Yes
2023-01-11,1892,3,3,3,Yes
2023-06-08,1893,2,3,4,Yes
2023-06-01,1894,3,1,5,Yes
2022-10-18,1895,4,5,2,No
2023-01-17,1896,1,1,3,No
2022-09-05,1897,2,4,5,Yes
2023-07-18,1898,4,5,5,No
2023-06-28,1899,2,4,5,No
2023-07-02,1900,2,2,5,Yes
2023-06-22,1901,4,1,5,Yes
2023-07-27,1902,2,5,3,No
2022-12-17,1903,5,5,2,No
2022-12-09,1904,5,1,4,Yes
2023-04-15,1905,5,2,1,Yes
2022-12-28,1906,1,4,5,Yes
2023-01-18,1907,2,4,5,Yes
2023-01-26,1908,4,2,5,Yes
2022-11-23,1909,3,5,2,Yes
2022-11-05,1910,1,4,1,Yes
2023-04-08,1911,3,4,3,No
2023-04-02,1912,2,5,1,No
2023-01-21,1913,5,4,2,Yes
2023-02-23,1914,4,4,5,No
2023-07-11,1915,2,3,5,No
2022-12-25,1916,3,4,3,Yes
2022-10-31,1917,5,2,3,Yes
2022-10-01,1918,3,5,5,No
2023-05-22,1919,2,3,3,No
2022-09-23,1920,2,5,3,No
2023-02-01,1921,3,2,5,Yes
2023-04-29,1922,1,1,3,Yes
2023-07-29,1923,3,4,4,No
2022-09-05,1924,3,5,1,No
2023-04-21,1925,1,5,3,No
2022-08-20,1926,3,4,2,Yes
2022-12-13,1927,3,2,1,Yes
2022-08-24,1928,4,5,5,Yes
2022-12-09,1929,4,1,3,No
2022-12-27,1930,3,3,4,No
2023-04-16,1931,2,3,4,Yes
2023-01-17,1932,5,5,2,No
2023-05-24,1933,2,4,5,Yes
2022-08-25,1934,2,5,2,No
2023-04-20,1935,5,1,4,Yes
2022-10-11,1936,3,3,5,No
2022-08-11,1937,4,5,4,Yes
2022-09-15,1938,1,4,3,Yes
2023-06-13,1939,4,5,3,Yes
2022-08-20,1940,3,4,5,No
2022-09-16,1941,3,5,4,Yes
2022-11-08,1942,2,4,2,Yes
2022-09-22,1943,5,5,4,Yes
2022-12-12,1944,1,4,1,Yes
2023-02-10,1945,1,3,4,No
2023-01-05,1946,3,5,1,Yes
2023-06-28,1947,1,3,3,Yes
2023-03-16,1948,2,1,5,No
2022-09-07,1949,5,3,4,Yes
2022-09-17,1950,3,2,1,No
2023-04-20,1951,4,1,3,No
2023-06-09,1952,2,5,2,Yes
2023-04-07,1953,4,5,4,Yes
2023-03-16,1954,1,1,5,No
2022-08-27,1955,2,3,4,Yes
2023-01-23,1956,1,5,4,Yes
2023-03-17,1957,5,2,2,No
2022-10-05,1958,4,2,5,Yes
2023-01-04,1959,5,3,4,No
2023-01-06,1960,3,4,1,Yes
2022-12-21,1961,2,3,1,No
2022-09-05,1962,2,4,1,No
2022-08-23,1963,2,5,3,No
2022-11-21,1964,5,5,5,No
2023-02-15,1965,3,1,1,Yes
2022-10-29,1966,4,3,2,Yes
2023-02-26,1967,4,2,4,Yes
2022-12-27,1968,1,4,2,Yes
2023-04-20,1969,4,3,3,No
2023-03-06,1970,5,4,4,No
2023-05-27,1971,3,2,1,Yes
2023-03-15,1972,2,2,3,No
2022-08-30,1973,4,2,3,Yes
2023-01-17,1974,4,1,3,Yes
2023-03-24,1975,4,4,3,Yes
2023-04-25,1976,1,5,1,Yes
2023-03-18,1977,2,5,4,Yes
2023-06-08,1978,3,5,1,Yes
2023-07-17,1979,1,4,5,No
2023-05-17,1980,5,4,5,Yes
2023-03-23,1981,5,4,3,Yes
2023-06-24,1982,3,5,5,Yes
2022-08-16,1983,2,5,1,Yes
2022-08-07,1984,5,2,2,Yes
2023-03-04,1985,5,5,2,No
2022-09-17,1986,1,4,2,Yes
2023-07-18,1987,5,1,3,Yes
2023-02-10,1988,1,3,5,No
2023-05-04,1989,4,2,5,Yes
2022-08-31,1990,3,1,1,No
2023-01-26,1991,2,1,3,Yes
2023-02-06,1992,4,3,3,No
2022-12-10,1993,5,2,4,No
2022-10-04,1994,5,5,1,Yes
2023-04-23,1995,4,3,1,Yes
2023-08-01,1996,3,5,2,No
2023-02-16,1997,3,3,2,No
2022-09-07,1998,2,4,3,Yes
2023-07-12,1999,3,2,2,No
2022-10-25,2000,1,3,3,No
2023-02-09,2001,5,3,5,No
2023-03-11,2002,1,4,2,Yes
2023-06-19,2003,5,5,1,No
2023-05-05,2004,3,3,4,Yes
2022-11-04,2005,2,1,2,Yes
2022-10-21,2006,5,5,2,Yes
2023-07-28,2007,4,1,5,Yes
2023-03-17,2008,1,2,2,No
2023-02-27,2009,5,2,2,Yes
2023-02-17,2010,4,4,4,Yes
2023-01-27,2011,3,2,2,No
2023-07-26,2012,2,3,2,No
2023-03-07,2013,4,5,4,No
2022-08-07,2014,2,5,4,Yes
2022-08-13,2015,4,3,1,No
2023-05-31,2016,1,3,5,Yes
2023-07-11,2017,2,5,4,Yes
2022-10-31,2018,5,2,1,Yes
2023-03-21,2019,2,1,4,Yes
2022-11-28,2020,2,1,4,No
2022-08-28,2021,1,3,4,No
2022-11-11,2022,5,3,5,Yes
2022-10-10,2023,3,4,4,No
2022-10-25,2024,2,1,5,No
2023-05-02,2025,1,2,4,No
2023-03-22,2026,2,4,4,No
2023-06-15,2027,3,1,3,Yes
2022-10-01,2028,4,4,4,No
2022-09-30,2029,2,5,1,Yes
2023-04-07,2030,4,1,5,No
2023-02-09,2031,1,3,1,Yes
2023-07-02,2032,5,2,4,No
2022-10-10,2033,4,1,5,Yes
2023-01-30,2034,2,4,1,Yes
2023-01-11,2035,4,2,3,No
2023-03-18,2036,4,3,4,Yes
2023-01-28,2037,2,5,4,No
2023-02-18,2038,5,3,2,Yes
2022-10-06,2039,5,2,2,Yes
2023-04-23,2040,1,2,5,Yes
2023-06-19,2041,1,1,5,Yes
2023-06-24,2042,5,2,1,Yes
2023-06-07,2043,1,3,3,Yes
2022-11-14,2044,5,1,5,Yes
2023-06-05,2045,3,1,4,Yes
2023-03-03,2046,2,2,4,Yes
2022-08-24,2047,3,5,3,No
2022-11-25,2048,2,5,4,Yes
2023-06-06,2049,3,1,3,Yes
2023-04-03,2050,5,4,5,No
2022-08-12,2051,5,2,4,Yes
2023-07-06,2052,1,4,4,No
2023-06-23,2053,5,3,1,Yes
2023-02-04,2054,4,5,3,No
2022-10-28,2055,5,4,2,Yes
2023-07-12,2056,3,4,1,No
2023-05-06,2057,4,1,3,Yes
2023-05-29,2058,5,5,4,No
2023-05-09,2059,4,4,5,No
2023-06-26,2060,5,5,5,Yes
2023-05-26,2061,2,4,3,Yes
2022-09-05,2062,4,1,2,Yes
2023-04-06,2063,4,5,3,Yes
2023-03-13,2064,1,3,5,No
2023-01-13,2065,5,4,4,Yes
2022-10-08,2066,1,5,1,No
2023-03-14,2067,5,2,1,Yes
2022-08-22,2068,4,3,5,Yes
2023-07-22,2069,3,1,5,Yes
2023-02-23,2070,3,4,5,Yes
2022-09-15,2071,2,1,5,No
2022-09-21,2072,5,4,1,No
2023-02-12,2073,1,2,2,No
2023-07-05,2074,3,2,4,Yes
2023-02-27,2075,4,5,2,Yes
2023-01-07,2076,5,5,1,No
2023-07-26,2077,4,1,1,No
2022-10-21,2078,5,5,2,No
2023-03-03,2079,4,2,3,Yes
2023-02-12,2080,4,1,4,Yes
2023-02-21,2081,1,1,4,Yes
2023-01-01,2082,4,2,4,Yes
2023-06-26,2083,2,2,4,Yes
2023-05-26,2084,3,2,2,Yes
2022-10-13,2085,3,4,4,No
2022-08-05,2086,5,4,3,No
2022-11-14,2087,4,4,1,No
2022-12-21,2088,2,1,2,Yes
2023-06-16,2089,5,3,3,No
2023-07-23,2090,3,4,3,Yes
2023-02-21,2091,3,1,1,Yes
2023-07-24,2092,1,2,3,Yes
2023-02-01,2093,2,3,1,No
2022-08-25,2094,2,5,5,No
2023-07-21,2095,5,3,1,No
2023-05-28,2096,3,4,4,No
2022-08-30,2097,2,1,4,No
2023-02-01,2098,2,4,1,Yes
2023-03-26,2099,1,4,5,Yes
2023-01-09,2100,1,1,1,Yes
2023-01-10,2101,4,4,2,Yes
2023-07-16,2102,1,1,3,Yes
2023-02-16,2103,1,4,5,Yes
2023-06-10,2104,1,4,3,Yes
2023-07-24,2105,3,4,2,Yes
2022-10-28,2106,5,5,1,Yes
2022-11-25,2107,4,1,1,No
2023-04-10,2108,1,2,4,No
2023-04-04,2109,3,3,5,Yes
2022-11-13,2110,1,4,2,Yes
2023-04-26,2111,2,3,1,No
2023-02-01,2112,4,3,1,No
2022-08-31,2113,5,1,5,Yes
2023-02-08,2114,5,4,1,Yes
2023-01-25,2115,5,2,1,Yes
2023-05-11,2116,1,4,2,Yes
2022-11-16,2117,2,3,2,Yes
2023-03-20,2118,3,2,4,Yes
2023-05-27,2119,1,2,3,Yes
2022-09-05,2120,4,4,1,Yes
2023-01-29,2121,4,1,3,Yes
2023-01-25,2122,3,3,2,No
2022-10-29,2123,3,5,3,Yes
2023-04-21,2124,4,1,5,Yes
2022-09-23,2125,4,5,3,Yes
2023-04-14,2126,3,4,4,No
2023-08-01,2127,2,2,3,Yes
2023-04-01,2128,1,3,1,Yes
2022-09-30,2129,5,5,2,Yes
2023-03-30,2130,3,5,2,Yes
2022-12-28,2131,1,2,1,No
2022-12-15,2132,2,3,3,Yes
2023-03-02,2133,2,3,2,Yes
2023-02-27,2134,4,2,5,Yes
2023-08-02,2135,2,2,4,No
2023-02-18,2136,2,2,2,No
2022-10-14,2137,1,3,3,No
2022-08-22,2138,1,5,2,Yes
2023-05-05,2139,1,4,4,Yes
2023-05-11,2140,4,5,4,Yes
2022-11-14,2141,2,3,3,Yes
2023-05-06,2142,2,5,1,No
2022-12-14,2143,2,1,1,No
2023-06-09,2144,2,5,4,Yes
2023-05-19,2145,3,3,5,Yes
2023-02-24,2146,3,1,1,Yes
2022-11-03,2147,2,1,2,No
2023-06-12,2148,1,1,2,Yes
2023-05-21,2149,5,3,5,Yes
2022-11-26,2150,2,1,1,No
2023-04-11,2151,4,4,4,Yes
2023-03-30,2152,3,1,4,Yes
2023-01-19,2153,3,5,3,Yes
2023-05-18,2154,1,3,2,Yes
2023-03-13,2155,1,2,4,No
2023-03-03,2156,5,1,3,No
2022-12-10,2157,4,2,5,No
2023-01-04,2158,2,4,3,No
2022-09-20,2159,1,1,1,No
2023-01-20,2160,1,1,5,Yes
2023-05-27,2161,1,4,3,Yes
2023-02-17,2162,3,5,4,Yes
2023-01-12,2163,5,5,4,Yes
2022-12-09,2164,3,1,3,Yes
2022-10-28,2165,5,3,3,No
2023-01-16,2166,2,2,1,Yes
2022-09-03,2167,2,4,2,No
2023-01-08,2168,5,1,4,Yes
2023-04-18,2169,5,2,4,No
2023-01-30,2170,1,5,2,Yes
2023-03-16,2171,1,3,2,No
2023-03-17,2172,2,4,1,Yes
2023-02-13,2173,1,4,3,No
2022-12-25,2174,1,1,5,Yes
2023-03-16,2175,1,3,3,No
2023-04-29,2176,2,1,1,Yes
2022-10-17,2177,4,2,1,Yes
2022-09-11,2178,4,1,5,No
2023-06-16,2179,1,3,1,No
2023-05-29,2180,4,4,4,No
2023-02-04,2181,2,1,4,No
2023-04-12,2182,1,1,2,Yes
2022-12-13,2183,4,4,2,Yes
2023-03-09,2184,2,4,4,Yes
2022-11-07,2185,4,5,5,No
2022-09-17,2186,4,1,1,No
2023-01-14,2187,2,1,5,Yes
2023-01-25,2188,5,4,2,Yes
2022-08-19,2189,1,2,4,Yes
2023-03-31,2190,5,2,3,No
2023-04-11,2191,2,2,3,Yes
2022-12-26,2192,5,3,4,Yes
2023-07-10,2193,2,2,3,No
2022-10-02,2194,1,4,1,Yes
2022-11-30,2195,1,5,1,No
2023-08-01,2196,5,2,3,No
2023-04-15,2197,2,3,1,No
2023-07-13,2198,2,4,2,No
2023-06-03,2199,4,3,4,Yes
2022-12-16,2200,3,1,5,Yes
2023-06-24,2201,5,1,5,Yes
2023-06-24,2202,5,4,5,Yes
2022-08-29,2203,1,4,1,No
2022-10-01,2204,5,2,3,No
2022-09-05,2205,2,3,5,Yes
2022-08-24,2206,2,4,3,No
2023-03-29,2207,3,3,1,Yes
2023-03-07,2208,5,3,3,Yes
2023-04-01,2209,2,2,5,Yes
2023-01-09,2210,1,5,3,No
2023-02-01,2211,1,5,3,Yes
2023-07-26,2212,4,1,5,No
2023-05-05,2213,1,4,2,Yes
2023-02-26,2214,1,1,5,No
2023-04-24,2215,1,5,5,No
2023-04-13,2216,4,5,2,Yes
2022-10-05,2217,2,1,2,No
2022-10-10,2218,4,1,5,Yes
2023-03-29,2219,5,2,2,Yes
2023-03-02,2220,3,3,5,Yes
2023-04-28,2221,1,5,1,Yes
2022-09-14,2222,2,3,5,No
2023-05-23,2223,1,1,4,Yes
2023-02-02,2224,2,1,3,Yes
2022-08-21,2225,1,2,2,No
2023-01-28,2226,4,4,5,No
2022-09-18,2227,2,3,4,Yes
2023-01-20,2228,3,2,2,No
2023-04-22,2229,3,1,1,Yes
2023-06-09,2230,1,5,5,Yes
2023-01-04,2231,1,2,2,Yes
2022-11-19,2232,4,5,2,No
2022-10-03,2233,5,1,1,Yes
2022-08-23,2234,1,1,4,No
2022-09-10,2235,3,5,3,Yes
2022-12-29,2236,2,1,2,No
2023-06-08,2237,2,5,2,No
2023-03-28,2238,4,4,3,No
2022-12-31,2239,1,3,4,No
2022-08-22,2240,2,4,5,Yes
2023-01-30,2241,4,4,4,Yes
2023-02-26,2242,3,2,4,No
2023-06-26,2243,1,3,5,No
2023-03-01,2244,4,2,1,Yes
2023-07-08,2245,2,4,4,No
2023-03-20,2246,3,4,5,No
2023-02-16,2247,3,4,4,Yes
2023-05-24,2248,1,5,5,Yes
2023-05-29,2249,3,5,5,No
2023-05-29,2250,4,2,1,No
2022-09-18,2251,4,4,4,Yes
2022-09-28,2252,1,3,3,Yes
2023-06-26,2253,5,1,2,Yes
2022-12-14,2254,3,2,5,Yes
2023-05-12,2255,1,4,4,No
2023-07-14,2256,5,5,4,Yes
2023-07-25,2257,4,3,5,No
2023-04-03,2258,2,5,4,Yes
2023-01-09,2259,1,2,5,Yes
2023-08-05,2260,3,1,4,No
2022-11-17,2261,2,1,5,Yes
2023-04-27,2262,4,4,3,Yes
2022-11-28,2263,3,1,4,Yes
2022-11-08,2264,1,2,3,No
2023-03-08,2265,2,4,2,Yes
2023-04-27,2266,5,3,2,No
2023-03-09,2267,1,3,3,No
2023-07-03,2268,2,3,2,No
2023-02-14,2269,5,5,1,No
2023-03-18,2270,4,4,3,No
2023-03-21,2271,5,4,4,Yes
2022-08-05,2272,5,5,3,No
2022-10-26,2273,5,2,3,No
2022-08-13,2274,2,5,1,Yes
2022-10-24,2275,5,4,3,Yes
2022-09-16,2276,5,2,2,No
2022-11-25,2277,3,4,4,Yes
2022-08-21,2278,5,4,2,Yes
2023-05-28,2279,2,5,1,Yes
2023-02-23,2280,4,2,5,Yes
2022-09-24,2281,1,4,2,Yes
2022-11-02,2282,1,5,3,Yes
2022-10-20,2283,4,2,1,No
2022-10-11,2284,1,4,4,Yes
2023-05-22,2285,4,3,3,Yes
2023-01-20,2286,4,4,4,No
2022-11-11,2287,4,4,2,Yes
2023-07-09,2288,5,1,4,No
2023-03-12,2289,2,5,3,Yes
2023-04-14,2290,4,1,3,Yes
2022-08-20,2291,3,4,1,Yes
2022-11-15,2292,5,1,1,Yes
2023-06-19,2293,5,3,1,No
2022-08-30,2294,4,4,4,Yes
2022-11-26,2295,3,5,4,Yes
2023-06-15,2296,4,4,5,Yes
2022-09-14,2297,5,4,1,No
2022-11-04,2298,3,2,1,No
2022-08-18,2299,2,1,2,Yes
2022-10-08,2300,5,1,2,Yes
2023-07-26,2301,3,1,4,No
2023-04-12,2302,2,5,3,No
2023-02-01,2303,5,5,1,Yes
2023-06-29,2304,5,1,2,Yes
2023-05-26,2305,4,5,5,No
2023-04-25,2306,3,4,3,Yes
2023-07-22,2307,5,2,3,Yes
2023-03-11,2308,1,2,3,No
2023-01-03,2309,2,5,5,Yes
2022-10-04,2310,4,1,3,Yes
2023-03-15,2311,5,3,2,No
2023-04-02,2312,1,4,3,Yes
2023-04-04,2313,5,2,3,Yes
2023-06-23,2314,4,1,3,Yes
2022-08-10,2315,4,3,2,Yes
2022-09-06,2316,4,2,5,Yes
2023-02-07,2317,2,2,1,Yes
2022-12-20,2318,2,1,5,Yes
2023-03-29,2319,5,4,3,No
2023-02-12,2320,5,1,3,Yes
2022-11-07,2321,4,2,5,No
2022-08-20,2322,4,3,4,No
2022-11-21,2323,2,1,3,No
2023-06-24,2324,1,2,4,No
2022-12-27,2325,4,4,1,Yes
2023-04-19,2326,3,1,4,Yes
2023-03-29,2327,4,1,2,Yes
2022-09-02,2328,1,4,3,Yes
2022-09-02,2329,2,3,1,Yes
2022-09-11,2330,3,4,5,Yes
2022-12-11,2331,2,5,3,No
2022-11-02,2332,1,1,1,No
2023-04-19,2333,5,4,2,Yes
2022-12-01,2334,3,3,5,No
2023-03-24,2335,1,5,5,Yes
2022-08-10,2336,5,1,5,Yes
2023-07-09,2337,1,4,3,Yes
2022-09-09,2338,2,3,5,No
2023-03-22,2339,3,1,5,No
2023-05-23,2340,4,5,3,No
2022-10-14,2341,1,5,2,Yes
2023-07-24,2342,1,4,3,Yes
2022-11-22,2343,1,3,4,Yes
2023-02-08,2344,2,5,5,No
2023-01-14,2345,2,1,5,Yes
2023-02-06,2346,5,3,1,No
2023-01-09,2347,2,3,2,Yes
2022-10-12,2348,4,4,2,Yes
2022-11-05,2349,5,5,1,No
2022-08-24,2350,1,4,5,Yes
2023-02-21,2351,3,3,5,No
2023-07-11,2352,2,3,3,No
2022-10-17,2353,2,4,3,Yes
2023-06-10,2354,5,1,1,No
2022-11-15,2355,1,1,4,No
2023-03-07,2356,4,1,1,No
2022-11-12,2357,1,2,3,No
2022-09-07,2358,5,3,3,Yes
2023-07-08,2359,4,4,3,No
2023-02-07,2360,4,4,3,No
2023-02-12,2361,4,4,2,Yes
2023-01-21,2362,5,4,5,No
2023-07-16,2363,2,5,1,No
2023-02-02,2364,4,2,4,Yes
2022-09-07,2365,1,1,1,Yes
2023-04-30,2366,4,2,5,No
2022-10-26,2367,3,2,5,No
2022-11-06,2368,5,2,1,Yes
2023-02-18,2369,5,2,4,No
2022-10-03,2370,1,2,4,No
2023-01-10,2371,2,1,5,Yes
2023-08-02,2372,3,4,5,No
2023-07-21,2373,3,5,5,No
2023-01-16,2374,1,2,1,No
2022-08-14,2375,2,4,2,Yes
2022-12-07,2376,5,2,4,No
2022-12-31,2377,1,2,1,Yes
2023-07-04,2378,2,5,3,Yes
2023-07-01,2379,2,5,1,No
2022-10-25,2380,2,1,3,No
2023-02-15,2381,2,3,3,Yes
2022-11-19,2382,4,3,4,No
2022-11-21,2383,5,3,5,Yes
2022-09-03,2384,2,2,2,Yes
2023-01-15,2385,2,1,3,Yes
2022-12-16,2386,1,4,3,Yes
2023-01-06,2387,1,2,5,No
2023-06-06,2388,5,2,4,Yes
2023-06-06,2389,1,4,2,No
2022-10-18,2390,1,5,4,No
2023-06-22,2391,3,3,3,No
2023-06-19,2392,4,3,2,Yes
2023-05-12,2393,3,2,2,No
2022-11-18,2394,4,1,1,Yes
2023-02-23,2395,1,1,4,Yes
2022-12-14,2396,3,4,2,No
2022-09-08,2397,2,5,2,No
2023-01-07,2398,4,3,3,No
2022-11-29,2399,1,4,2,No
2023-03-28,2400,4,4,3,Yes
2022-12-23,2401,1,1,3,Yes
2022-10-29,2402,3,2,2,No
2022-11-07,2403,3,3,3,No
2023-05-01,2404,3,3,1,No
2023-07-25,2405,4,1,2,No
2023-02-24,2406,1,4,4,Yes
2022-09-23,2407,3,5,5,Yes
2022-08-26,2408,2,5,5,Yes
2023-01-11,2409,3,3,3,Yes
2023-05-03,2410,4,4,1,Yes
2023-01-23,2411,2,3,3,Yes
2023-04-10,2412,5,4,5,No
2022-11-08,2413,4,2,2,No
2022-09-05,2414,1,1,5,Yes
2023-02-08,2415,1,2,5,No
2022-11-01,2416,4,5,1,Yes
2022-09-17,2417,2,3,4,Yes
2023-03-08,2418,3,2,5,Yes
2022-12-22,2419,2,2,1,Yes
2023-05-07,2420,4,3,1,Yes
2023-04-03,2421,1,3,5,Yes
2022-10-18,2422,5,4,5,No
2023-04-06,2423,3,3,5,Yes
2023-02-25,2424,2,1,4,No
2023-03-28,2425,2,2,2,Yes
2022-10-21,2426,5,5,3,Yes
2023-04-14,2427,2,2,1,No
2022-11-30,2428,2,5,5,No
2022-11-06,2429,3,4,2,No
2022-09-22,2430,2,1,1,No
2022-10-31,2431,4,2,5,Yes
2023-07-30,2432,1,1,2,No
2022-08-05,2433,1,5,3,No
2022-08-14,2434,5,2,5,No
2023-01-29,2435,1,3,2,No
2022-11-04,2436,1,3,3,No
2022-10-17,2437,3,5,2,Yes
2022-11-09,2438,4,1,4,Yes
2022-08-15,2439,4,3,5,Yes
2023-03-08,2440,2,5,2,Yes
2022-10-17,2441,2,4,2,Yes
2023-01-26,2442,2,1,5,No
2022-08-17,2443,4,3,5,Yes
2023-08-05,2444,1,1,5,Yes
2022-11-20,2445,3,4,5,Yes
2023-06-09,2446,1,2,5,No
2023-02-01,2447,5,3,4,No
2023-04-14,2448,2,2,5,No
2023-01-28,2449,4,5,3,No
2023-01-21,2450,5,3,2,No
2023-03-17,2451,5,3,1,Yes
2022-09-02,2452,3,3,1,No
2022-12-23,2453,3,3,3,No
2022-09-24,2454,1,4,3,Yes
2023-06-11,2455,3,3,1,Yes
2022-09-22,2456,4,5,3,Yes
2023-04-27,2457,3,2,3,Yes
2022-09-19,2458,5,3,1,No
2022-10-14,2459,5,5,5,No
2023-03-24,2460,3,4,2,No
