Date,EmpID,ProgramKey,TrainingType,Outcome,Days,Cost,InEmployment
2023-07-02,1485,3,External,Completed,5,654.35,No
2023-05-30,1486,2,Internal,Incomplete,2,176.63,Yes
2022-08-08,1487,2,External,Failed,3,385.82,Yes
2023-07-23,1488,5,Internal,Incomplete,5,428.44,No
2022-10-01,1489,3,External,Completed,5,112.64,Yes
2023-07-23,1490,1,External,Incomplete,4,849.95,Yes
2022-08-10,1491,5,External,Failed,5,187.65,Yes
2022-12-25,1492,2,Internal,Failed,1,285.56,Yes
2022-10-09,1493,1,Internal,Incomplete,3,793.43,Yes
2023-02-01,1494,2,External,Passed,5,978.89,No
2023-02-25,1495,2,Internal,Completed,4,993.66,Yes
2022-09-07,1496,2,External,Completed,3,768.55,No
2022-08-23,1497,5,External,Completed,3,140.78,Yes
2023-08-05,1498,4,Internal,Passed,3,598.07,No
2023-01-18,1499,2,External,Incomplete,5,543.52,No
2023-01-12,1500,5,Internal,Passed,2,916.73,Yes
2023-07-29,1501,2,Internal,Completed,2,491.99,No
2023-03-08,1502,5,Internal,Failed,4,245.0,Yes
2022-12-09,1503,1,External,Failed,3,574.9,No
2023-06-20,1504,5,Internal,Failed,4,684.08,No
2023-05-08,1505,3,Internal,Passed,2,204.1,Yes
2022-11-01,1506,3,External,Failed,1,789.33,No
2022-09-21,1507,5,Internal,Completed,3,812.13,Yes
2023-05-12,1508,2,Internal,Passed,2,675.02,No
2023-06-29,1509,4,Internal,Incomplete,4,343.07,Yes
2022-10-13,1510,5,External,Incomplete,5,986.78,Yes
2022-08-25,1511,3,Internal,Failed,5,511.15,No
2023-05-28,1512,4,External,Failed,5,305.09,No
2022-11-10,1513,5,External,Failed,4,746.57,Yes
2022-12-01,1514,3,Internal,Failed,5,434.39,Yes
2023-04-03,1515,1,External,Completed,3,765.84,Yes
2022-11-18,1516,1,Internal,Failed,3,457.4,Yes
2023-01-12,1517,2,External,Passed,3,615.84,No
2022-12-08,1518,2,Internal,Completed,2,803.79,Yes
2022-09-23,1519,3,External,Completed,2,586.89,No
2022-10-11,1520,1,External,Failed,5,104.48,Yes
2023-06-02,1521,4,Internal,Passed,1,877.41,No
2023-05-17,1522,5,External,Incomplete,3,791.99,Yes
2022-12-11,1523,5,External,Incomplete,2,660.4,Yes
2023-05-01,1524,1,Internal,Completed,2,928.81,Yes
2022-12-10,1525,5,Internal,Incomplete,4,347.29,No
2023-05-26,1526,3,Internal,Completed,3,190.51,Yes
2023-06-03,1527,2,External,Incomplete,3,206.53,No
2022-12-10,1528,1,Internal,Incomplete,1,639.93,Yes
2023-04-14,1529,1,External,Incomplete,5,304.06,Yes
2023-06-06,1530,4,External,Passed,4,261.13,Yes
2023-07-18,1531,3,Internal,Passed,4,404.06,No
2022-08-11,1532,5,External,Completed,5,746.17,No
2022-12-24,1533,3,External,Passed,2,278.33,No
2022-10-27,1534,4,External,Failed,1,857.19,Yes
2022-10-09,1535,2,Internal,Failed,3,442.86,Yes
2023-01-27,1536,1,Internal,Passed,4,382.0,Yes
2023-07-29,1537,1,External,Incomplete,2,430.09,Yes
2022-10-21,1538,3,External,Failed,3,854.47,No
2022-12-20,1539,1,Internal,Passed,5,899.57,No
2022-10-27,1540,1,Internal,Incomplete,1,686.34,Yes
2023-02-17,1541,1,Internal,Passed,4,770.12,Yes
2022-10-07,1542,3,External,Incomplete,4,180.73,Yes
2023-05-01,1543,5,Internal,Incomplete,2,734.87,No
2022-10-23,1544,1,Internal,Passed,3,811.24,Yes
2023-02-05,1545,3,Internal,Passed,3,566.0,Yes
2023-02-26,1546,4,External,Incomplete,5,638.92,No
2023-04-04,1547,3,Internal,Incomplete,3,340.07,No
2023-04-12,1548,1,Internal,Passed,4,206.75,Yes
2023-06-04,1549,4,External,Completed,1,759.56,Yes
2022-11-09,1550,2,External,Failed,3,354.19,No
2022-08-22,1551,4,External,Incomplete,4,791.44,Yes
2022-09-28,1552,3,External,Passed,4,616.86,No
2023-03-19,1553,3,External,Completed,3,528.55,Yes
2022-09-17,1554,4,Internal,Completed,2,892.06,No
2023-02-26,1555,5,External,Passed,5,757.78,Yes
2023-06-10,1556,1,External,Completed,1,337.94,Yes
2023-06-06,1557,2,External,Incomplete,5,256.57,No
2022-09-25,1558,3,External,Passed,2,839.12,Yes
2023-04-08,1559,4,External,Passed,1,281.94,No
2023-07-05,1560,5,External,Completed,2,821.41,No
2022-10-19,1561,3,Internal,Incomplete,3,924.06,Yes
2022-12-24,1562,3,Internal,Passed,2,578.66,No
2022-12-09,1563,3,External,Incomplete,3,721.86,Yes
2023-04-20,1564,1,External,Completed,4,430.3,Yes
2022-12-03,1565,2,Internal,Completed,3,337.52,Yes
2023-05-05,1566,1,Internal,Failed,1,692.71,Yes
2023-05-13,1567,4,External,Failed,1,177.99,No
2023-04-07,1568,1,External,Incomplete,5,586.71,Yes
2023-03-20,1569,2,Internal,Completed,2,771.98,Yes
2023-03-28,1570,4,Internal,Passed,4,121.88,Yes
2023-03-15,1571,4,External,Completed,2,379.68,Yes
2022-10-08,1572,2,Internal,Completed,2,738.65,Yes
2022-12-15,1573,5,External,Incomplete,2,159.42,Yes
2023-06-23,1574,1,Internal,Passed,1,689.76,No
2023-04-14,1575,3,Internal,Incomplete,5,981.36,No
2023-07-06,1576,1,Internal,Completed,4,104.34,No
2022-10-26,1577,2,External,Failed,5,413.08,Yes
2022-12-29,1578,5,External,Incomplete,1,856.71,Yes
2022-10-20,1579,1,Internal,Passed,5,322.3,Yes
2023-03-29,1580,4,Internal,Passed,3,527.93,No
2023-01-10,1581,4,External,Failed,2,480.2,Yes
2022-11-01,1582,3,Internal,Completed,5,323.79,No
2023-06-18,1583,3,External,Failed,3,184.66,No
2023-05-10,1584,3,External,Passed,4,265.22,Yes
2023-02-06,1585,5,External,Incomplete,5,843.28,Yes
2022-12-06,1586,1,Internal,Passed,3,643.9,Yes
2023-03-10,1587,2,Internal,Completed,4,876.73,Yes
2022-11-08,1588,3,Internal,Failed,1,293.85,Yes
2022-10-22,1589,4,Internal,Incomplete,4,328.06,No
2023-03-16,1590,3,Internal,Failed,2,187.35,Yes
2023-06-09,1591,3,Internal,Passed,5,340.01,No
2023-06-20,1592,1,Internal,Incomplete,1,590.82,Yes
2023-05-08,1593,3,External,Failed,1,321.08,Yes
2023-04-04,1594,1,External,Failed,1,684.45,Yes
2023-05-07,1595,3,External,Passed,4,571.48,No
2023-02-03,1596,4,Internal,Incomplete,4,683.34,No
2023-07-07,1597,2,Internal,Incomplete,2,865.57,No
2023-06-17,1598,5,Internal,Incomplete,2,130.29,Yes
2023-05-17,1599,3,External,Passed,2,848.72,No
2022-08-15,1600,4,Internal,Passed,5,851.93,Yes
2023-05-20,1601,5,Internal,Incomplete,4,381.09,Yes
2023-04-23,1602,4,External,Incomplete,4,175.5,No
2023-03-11,1603,1,External,Completed,2,784.15,No
2023-02-08,1604,1,External,Passed,3,999.97,Yes
2023-04-08,1605,2,Internal,Passed,5,878.65,No
2022-09-26,1606,4,Internal,Completed,5,937.89,Yes
2022-11-30,1607,2,External,Completed,3,961.1,Yes
2022-11-06,1608,2,Internal,Incomplete,1,820.96,Yes
2023-04-22,1609,4,Internal,Failed,3,455.52,No
2023-03-29,1610,1,External,Completed,4,815.24,No
2022-10-01,1611,3,External,Failed,5,534.82,No
2023-01-25,1612,5,External,Incomplete,4,522.79,Yes
2023-01-28,1613,3,Internal,Completed,1,868.8,No
2023-07-22,1614,1,External,Passed,1,808.85,Yes
2022-08-31,1615,5,Internal,Passed,1,874.1,No
2023-07-18,1616,3,External,Completed,2,206.73,Yes
2023-02-06,1617,3,Internal,Completed,3,586.5,Yes
2023-04-24,1618,3,Internal,Passed,2,779.69,Yes
2022-11-07,1619,5,Internal,Incomplete,4,506.99,No
2023-01-18,1620,4,External,Completed,5,986.14,Yes
2022-10-03,1621,5,Internal,Completed,2,264.74,Yes
2022-12-17,1622,1,Internal,Passed,4,344.06,No
2022-11-26,1623,4,Internal,Passed,3,232.5,No
2023-04-21,1624,2,Internal,Failed,1,953.68,No
2022-11-15,1625,4,External,Passed,5,101.56,Yes
2023-05-05,1626,4,Internal,Failed,3,624.8,No
2022-12-05,1627,4,Internal,Completed,5,943.93,No
2023-05-20,1628,2,Internal,Completed,1,781.52,No
2023-07-18,1629,3,Internal,Failed,2,615.28,No
2023-03-26,1630,2,External,Incomplete,4,779.26,No
2023-01-14,1631,2,External,Incomplete,1,464.49,No
2023-03-26,1632,3,External,Completed,4,196.31,Yes
2022-10-09,1633,4,External,Passed,3,300.12,No
2023-03-26,1634,1,External,Failed,3,895.42,No
2023-05-15,1635,3,External,Completed,3,619.86,No
2022-08-31,1636,5,External,Completed,1,943.84,No
2022-10-04,1637,2,External,Failed,5,556.33,No
2022-12-27,1638,2,External,Completed,4,274.97,No
2023-01-21,1639,1,Internal,Completed,5,359.87,No
2023-02-01,1640,1,Internal,Completed,1,881.51,No
2022-12-22,1641,4,External,Passed,5,879.86,No
2023-07-18,1642,2,External,Passed,3,226.92,No
2023-07-13,1643,5,External,Completed,3,674.14,No
2022-12-13,1644,2,External,Failed,4,383.95,No
2022-08-12,1645,5,External,Completed,1,122.81,Yes
2022-08-07,1646,2,Internal,Completed,5,380.22,No
2022-09-15,1647,1,External,Passed,5,719.1,No
2023-01-11,1648,4,External,Passed,1,699.81,Yes
2022-11-24,1649,3,Internal,Passed,5,452.38,Yes
2022-10-08,1650,3,Internal,Completed,3,727.36,No
2022-12-20,1651,2,Internal,Passed,5,595.83,Yes
2022-12-09,1652,3,Internal,Completed,4,740.51,No
2023-07-24,1653,5,External,Incomplete,1,886.01,No
2023-05-01,1654,5,External,Failed,2,641.09,No
2023-06-15,1655,1,Internal,Completed,5,780.94,No
2023-03-19,1656,3,Internal,Completed,3,132.75,Yes
2022-10-01,1657,5,Internal,Passed,1,838.52,Yes
2023-06-06,1658,4,External,Failed,4,474.23,Yes
2023-05-23,1659,3,Internal,Incomplete,1,579.06,No
2023-07-25,1660,1,Internal,Failed,5,698.82,No
2023-07-20,1661,5,Internal,Failed,5,633.36,Yes
2023-02-18,1662,5,Internal,Failed,3,241.19,Yes
2023-07-13,1663,1,External,Passed,5,271.37,No
2023-07-08,1664,4,Internal,Incomplete,1,137.87,Yes
2022-11-15,1665,4,Internal,Passed,3,999.83,Yes
2023-02-21,1666,5,Internal,Failed,5,597.62,Yes
2022-09-11,1667,3,External,Completed,1,697.89,Yes
2023-06-23,1668,2,External,Failed,5,673.27,No
2023-01-10,1669,4,External,Passed,5,753.01,Yes
2023-02-01,1670,3,Internal,Failed,5,939.02,Yes
2022-11-15,1671,2,External,Passed,2,680.45,No
2022-09-14,1672,5,External,Completed,3,263.8,Yes
2023-01-04,1673,4,External,Incomplete,2,981.06,Yes
2022-11-22,1674,2,Internal,Passed,1,293.55,Yes
2023-03-07,1675,5,Internal,Failed,4,904.68,Yes
2022-12-07,1676,4,Internal,Failed,5,104.66,No
2022-12-02,1677,5,External,Incomplete,2,836.37,Yes
2023-04-14,1678,3,Internal,Completed,1,749.64,No
2023-03-25,1679,3,External,Failed,5,213.06,No
2022-10-04,1680,2,Internal,Completed,3,882.76,No
2022-12-20,1681,2,External,Failed,1,113.42,No
2022-09-19,1682,4,External,Failed,3,284.61,Yes
2023-06-28,1683,4,Internal,Failed,1,599.74,No
2023-06-05,1684,3,Internal,Failed,5,700.99,No
2023-01-01,1685,2,Internal,Passed,1,650.07,No
2022-11-11,1686,1,External,Completed,2,851.38,No
2023-02-24,1687,2,Internal,Failed,4,455.1,Yes
2022-12-21,1688,4,Internal,Completed,3,880.67,Yes
2022-09-15,1689,2,External,Passed,2,712.64,Yes
2023-01-21,1690,1,Internal,Failed,3,504.34,No
2022-09-21,1691,2,External,Failed,3,120.37,Yes
2023-03-08,1692,4,External,Failed,1,705.24,No
2023-03-10,1693,4,External,Passed,5,928.81,Yes
2022-08-30,1694,1,Internal,Completed,5,638.07,No
2023-01-03,1695,3,Internal,Passed,2,913.34,No
2023-05-29,1696,4,Internal,Completed,1,754.78,Yes
2022-10-14,1697,3,External,Passed,4,503.3,No
2022-11-23,1698,5,External,Passed,5,218.31,No
2023-07-24,1699,2,External,Incomplete,3,730.86,No
2022-09-19,1700,2,External,Completed,4,203.34,Yes
2023-06-18,1701,5,Internal,Passed,1,460.53,No
2023-03-19,1702,1,Internal,Completed,5,733.92,Yes
2022-10-06,1703,2,Internal,Completed,2,987.43,Yes
2023-05-13,1704,2,External,Completed,1,691.32,Yes
2022-10-22,1705,1,External,Passed,1,663.08,Yes
2022-09-21,1706,2,External,Incomplete,1,970.01,Yes
2023-05-26,1707,2,Internal,Passed,3,496.31,Yes
2023-06-20,1708,2,Internal,Incomplete,5,640.01,No
2023-06-03,1709,5,External,Failed,4,858.8,No
2022-12-11,1710,1,External,Passed,2,300.52,No
2022-09-30,1711,5,External,Failed,3,102.19,Yes
2023-06-06,1712,1,Internal,Completed,2,581.16,Yes
2023-03-11,1713,3,Internal,Incomplete,3,752.91,Yes
2023-07-24,1714,4,External,Passed,3,374.58,Yes
2023-02-17,1715,3,Internal,Incomplete,3,788.64,No
2023-02-13,1716,1,External,Incomplete,2,234.05,No
2022-11-05,1717,2,External,Incomplete,1,381.33,Yes
2022-12-24,1718,3,Internal,Passed,3,527.62,Yes
2022-09-12,1719,3,External,Passed,3,442.1,Yes
2023-01-19,1720,4,Internal,Passed,2,396.81,No
2023-02-16,1721,4,External,Failed,2,730.31,No
2023-05-14,1722,5,External,Incomplete,2,128.06,Yes
2022-09-25,1723,5,External,Passed,5,942.63,No
2023-04-11,1724,2,Internal,Failed,5,733.63,No
2023-01-16,1725,2,External,Completed,1,743.28,Yes
2022-10-19,1726,5,Internal,Completed,4,435.18,Yes
2023-02-16,1727,5,Internal,Failed,5,252.22,No
2022-12-31,1728,2,External,Completed,2,103.07,Yes
2023-03-22,1729,5,Internal,Incomplete,2,386.87,No
2023-03-20,1730,2,External,Incomplete,3,718.21,No
2023-02-27,1731,2,Internal,Failed,1,578.81,No
2023-07-06,1732,4,Internal,Completed,1,562.06,No
2023-01-08,1733,3,External,Incomplete,5,845.86,No
2023-01-16,1734,4,External,Completed,2,391.39,Yes
2023-07-22,1735,4,Internal,Passed,1,203.04,No
2023-03-09,1736,3,Internal,Incomplete,4,717.29,No
2022-10-17,1737,3,External,Incomplete,5,719.0,Yes
2023-01-09,1738,2,External,Incomplete,5,802.66,No
2023-07-04,1739,1,Internal,Incomplete,1,388.07,No
2023-02-18,1740,4,Internal,Completed,2,350.26,No
2022-11-08,1741,3,External,Completed,5,625.76,Yes
2023-04-19,1742,1,External,Incomplete,1,206.72,Yes
2023-07-13,1743,4,External,Passed,4,954.37,Yes
2022-12-24,1744,1,Internal,Failed,4,728.77,Yes
2022-09-05,1745,3,External,Completed,1,996.01,Yes
2022-11-18,1746,1,Internal,Incomplete,2,787.19,No
2023-03-02,1747,4,External,Passed,3,853.43,No
2023-03-26,1748,3,External,Failed,5,433.03,No
2023-07-21,1749,3,Internal,Incomplete,3,148.69,Yes
2022-08-20,1750,4,Internal,Incomplete,1,523.44,Yes
2022-12-10,1751,4,External,Incomplete,5,719.54,No
2022-10-09,1752,3,External,Incomplete,3,560.55,No
2023-03-18,1753,2,Internal,Completed,1,711.71,No
2023-01-30,1754,4,External,Failed,1,980.65,Yes
2022-11-22,1755,1,External,Incomplete,2,367.76,Yes
2023-04-22,1756,1,Internal,Failed,1,849.36,Yes
2022-12-31,1757,5,Internal,Incomplete,5,305.05,Yes
2023-05-14,1758,2,Internal,Completed,5,296.24,Yes
2022-10-21,1759,4,Internal,Completed,4,220.06,Yes
2023-01-20,1760,5,External,Passed,3,378.51,No
2022-11-07,1761,5,External,Completed,4,905.6,No
2022-09-02,1762,2,External,Incomplete,3,669.57,No
2023-03-02,1763,3,External,Completed,2,723.9,No
2023-05-07,1764,1,Internal,Passed,1,834.44,Yes
2023-08-04,1765,3,External,Incomplete,1,393.88,Yes
2023-07-07,1766,2,External,Incomplete,3,637.61,No
2022-10-25,1767,4,External,Passed,3,902.11,No
2022-09-30,1768,3,External,Passed,1,999.79,No
2023-03-27,1769,3,Internal,Passed,1,976.58,Yes
2022-09-04,1770,2,External,Incomplete,2,257.2,Yes
2023-02-27,1771,5,External,Incomplete,2,991.1,Yes
2022-08-20,1772,5,External,Passed,2,205.64,No
2022-12-30,1773,3,Internal,Passed,2,817.45,Yes
2023-06-08,1774,2,External,Failed,5,643.22,No
2023-05-08,1775,4,Internal,Failed,4,795.28,No
2022-09-07,1776,4,Internal,Failed,2,521.69,Yes
2023-04-24,1777,2,External,Incomplete,3,157.78,No
2022-09-01,1778,4,External,Passed,3,803.94,Yes
2022-11-27,1779,4,Internal,Passed,3,188.56,No
2023-03-25,1780,5,External,Passed,2,663.72,No
2023-07-04,1781,5,External,Failed,4,892.3,Yes
2022-12-21,1782,1,Internal,Passed,3,560.35,Yes
2022-12-24,1783,5,External,Passed,2,595.5,Yes
2022-11-17,1784,1,External,Passed,2,242.18,No
2023-01-07,1785,4,Internal,Failed,5,104.95,No
2023-04-23,1786,1,External,Completed,2,942.28,No
2022-08-31,1787,4,Internal,Passed,2,756.7,No
2022-12-23,1788,3,Internal,Completed,4,290.99,Yes
2023-01-08,1789,3,External,Incomplete,2,700.97,No
2022-08-19,1790,1,Internal,Incomplete,4,631.98,No
2022-11-26,1791,4,Internal,Failed,5,282.85,Yes
2022-11-29,1792,5,Internal,Completed,1,412.58,Yes
2023-02-28,1793,1,External,Passed,1,943.91,No
2022-10-31,1794,3,Internal,Completed,3,208.13,Yes
2023-02-24,1795,3,External,Passed,2,145.47,No
2022-10-27,1796,2,External,Failed,1,727.51,Yes
2022-12-24,1797,4,External,Failed,5,581.43,No
2022-12-11,1798,1,Internal,Incomplete,1,725.94,Yes
2022-10-27,1799,5,Internal,Passed,1,338.36,Yes
2023-04-17,1800,5,External,Failed,1,732.84,No
2023-06-22,1801,5,External,Incomplete,1,753.69,No
2023-07-16,1802,2,Internal,Failed,5,131.92,Yes
2022-09-20,1803,3,External,Passed,4,550.55,Yes
2022-08-22,1804,2,Internal,Failed,1,767.49,No
2023-02-11,1805,1,Internal,Incomplete,5,222.88,No
2023-07-27,1806,1,Internal,Passed,3,176.2,Yes
2023-03-07,1807,5,External,Incomplete,5,794.61,Yes
2022-10-12,1808,2,External,Passed,1,147.08,No
2022-08-15,1809,1,Internal,Incomplete,5,488.94,No
2023-02-22,1810,4,External,Failed,1,603.57,Yes
2023-07-25,1811,2,External,Incomplete,3,819.87,Yes
2023-03-04,1812,3,Internal,Incomplete,2,836.19,Yes
2022-11-05,1813,4,External,Passed,5,879.94,Yes
2023-06-04,1814,2,Internal,Failed,3,532.3,Yes
2022-10-03,1815,3,External,Incomplete,5,758.21,Yes
2023-06-05,1816,1,Internal,Incomplete,2,253.51,Yes
2022-08-20,1817,3,Internal,Completed,3,375.86,No
2023-03-20,1818,3,External,Incomplete,5,909.47,Yes
2022-10-19,1819,2,Internal,Passed,3,649.51,Yes
2023-06-30,1820,2,Internal,Failed,1,742.26,Yes
2022-10-12,1821,1,Internal,Passed,4,713.84,No
2023-07-29,1822,4,External,Incomplete,1,999.06,Yes
2023-07-10,1823,3,Internal,Completed,4,977.99,No
2022-09-16,1824,3,External,Completed,5,136.33,No
2022-08-05,1825,5,External,Completed,4,946.67,Yes
2023-07-24,1826,5,External,Passed,4,485.39,No
2023-04-28,1827,1,External,Incomplete,5,962.02,No
2023-05-29,1828,5,External,Failed,1,620.24,No
2023-04-21,1829,2,External,Completed,4,333.8,Yes
2023-03-29,1830,3,External,Passed,3,764.21,Yes
2022-12-11,1831,4,Internal,Failed,3,756.42,Yes
2023-07-30,1832,2,Internal,Failed,2,716.62,Yes
2023-03-26,1833,5,Internal,Failed,2,712.9,Yes
2023-03-11,1834,5,Internal,Incomplete,1,845.82,No
2023-03-01,1835,1,Internal,Passed,4,727.9,No
2023-07-21,1836,4,Internal,Incomplete,1,760.41,Yes
2023-07-25,1837,4,Internal,Incomplete,5,567.74,Yes
2023-01-14,1838,1,External,Incomplete,5,582.7,Yes
2022-08-16,1839,3,External,Incomplete,2,645.16,Yes
2023-03-07,1840,4,External,Passed,5,310.44,Yes
2022-08-13,1841,1,External,Failed,4,683.42,Yes
2023-07-19,1842,1,Internal,Completed,3,129.49,Yes
2022-11-11,1843,4,External,Incomplete,5,349.46,No
2022-08-19,1844,4,Internal,Failed,5,668.2,Yes
2022-12-31,1845,2,External,Passed,5,409.99,No
2023-04-25,1846,1,Internal,Passed,4,964.4,Yes
2023-02-14,1847,3,External,Completed,1,777.95,No
2023-02-15,1848,1,Internal,Completed,5,816.07,Yes
2023-06-04,1849,3,External,Passed,4,332.12,Yes
2023-05-02,1850,1,Internal,Completed,1,950.45,No
2022-09-04,1851,1,External,Passed,4,997.13,No
2022-10-16,1852,2,Internal,Completed,1,917.56,Yes
2022-08-10,1853,4,External,Failed,4,220.2,Yes
2023-05-18,1854,5,External,Failed,1,837.64,No
2022-08-30,1855,5,External,Incomplete,2,648.72,Yes
2023-07-04,1856,3,External,Failed,4,687.77,Yes
2023-06-14,1857,4,External,Incomplete,5,278.62,No
2022-12-16,1858,5,External,Failed,5,568.57,No
2022-10-07,1859,5,Internal,Completed,4,764.64,No
2022-08-20,1860,4,External,Passed,3,551.45,No
2023-06-18,1861,2,Internal,Completed,2,849.52,Yes
2022-12-21,1862,1,Internal,Incomplete,1,180.61,Yes
2023-06-21,1863,1,Internal,Passed,3,559.52,No
2022-08-06,1864,4,Internal,Completed,4,850.57,No
2022-11-13,1865,4,Internal,Completed,3,802.75,Yes
2023-04-22,1866,2,External,Completed,3,587.63,Yes
2023-05-04,1867,4,External,Passed,3,114.45,No
2023-03-27,1868,3,Internal,Completed,4,599.79,Yes
2022-12-23,1869,2,Internal,Failed,3,280.46,Yes
2022-12-25,1870,1,External,Incomplete,3,969.98,Yes
2023-07-03,1871,2,Internal,Failed,4,643.07,Yes
2023-07-04,1872,3,Internal,Incomplete,4,299.55,No
2023-03-02,1873,5,External,Incomplete,3,373.67,No
2022-12-25,1874,3,Internal,Passed,1,902.01,Yes
2023-03-19,1875,4,Internal,Failed,1,105.61,No
2023-03-14,1876,3,Internal,Completed,5,445.28,No
2023-05-01,1877,5,External,Passed,1,845.17,Yes
2023-05-25,1878,5,External,Passed,5,932.44,Yes
2023-04-29,1879,3,Internal,Passed,2,227.51,No
2022-08-10,1880,2,Internal,Incomplete,5,785.05,Yes
2023-06-30,1881,1,External,Passed,4,584.92,Yes
2023-04-11,1882,3,Internal,Incomplete,5,206.16,No
2023-05-19,1883,2,Internal,Failed,1,483.43,No
2022-09-09,1884,4,External,Incomplete,2,889.87,Yes
2023-02-15,1885,2,Internal,Incomplete,3,503.04,Yes
2023-06-10,1886,2,External,Completed,1,349.8,No
2022-12-23,1887,2,External,Passed,4,547.76,Yes
2022-12-23,1888,5,External,Completed,2,961.68,Yes
2023-02-09,1889,3,Internal,Incomplete,1,993.76,Yes
2022-10-25,1890,1,Internal,Failed,2,998.32,Yes
2023-07-13,1891,3,External,Incomplete,1,961.55,Yes
2023-02-09,1892,5,External,Incomplete,3,192.73,Yes
2022-09-28,1893,3,Internal,Completed,1,604.53,Yes
2023-05-29,1894,5,External,Failed,2,144.39,Yes
2022-09-12,1895,5,External,Completed,5,517.92,No
2023-02-22,1896,2,External,Completed,4,537.71,No
2023-03-16,1897,1,External,Completed,2,491.71,Yes
2023-07-10,1898,4,Internal,Completed,3,673.38,No
2023-01-29,1899,3,Internal,Incomplete,2,724.87,Yes
2023-04-27,1900,1,Internal,Passed,4,140.83,Yes
2022-09-22,1901,4,External,Passed,1,113.47,No
2023-02-24,1902,2,External,Incomplete,1,604.93,No
2023-05-27,1903,4,External,Completed,4,699.97,No
2022-10-20,1904,3,Internal,Failed,1,576.1,No
2022-11-24,1905,3,Internal,Passed,2,958.46,Yes
2023-03-05,1906,4,External,Passed,5,228.41,Yes
2022-11-10,1907,5,Internal,Completed,2,203.44,Yes
2023-07-21,1908,4,External,Incomplete,2,359.08,Yes
2023-03-15,1909,5,Internal,Passed,3,653.23,Yes
2022-10-12,1910,2,Internal,Passed,5,614.4,Yes
2022-11-12,1911,1,External,Passed,5,333.08,No
2023-03-26,1912,3,External,Completed,1,718.38,No
2023-02-02,1913,4,External,Failed,3,195.29,Yes
2023-01-11,1914,3,External,Passed,2,113.43,No
2022-11-11,1915,2,External,Incomplete,4,651.23,No
2022-09-28,1916,5,Internal,Incomplete,1,331.66,Yes
2023-01-24,1917,2,Internal,Incomplete,3,419.83,Yes
2023-08-03,1918,1,Internal,Incomplete,2,226.7,No
2023-06-18,1919,3,External,Failed,1,583.76,No
2023-04-04,1920,2,Internal,Failed,3,646.65,No
2023-05-28,1921,5,External,Incomplete,2,813.17,Yes
2022-11-14,1922,5,External,Passed,3,636.38,Yes
2022-11-17,1923,4,External,Failed,3,868.74,No
2023-07-14,1924,2,External,Failed,4,250.41,No
2023-05-12,1925,1,Internal,Completed,3,882.06,Yes
2023-06-30,1926,3,Internal,Passed,1,350.88,Yes
2023-02-23,1927,3,External,Completed,5,571.81,Yes
2023-02-23,1928,1,Internal,Failed,3,900.89,Yes
2023-08-04,1929,2,Internal,Failed,3,312.56,Yes
2023-06-30,1930,4,External,Incomplete,5,533.56,No
2023-05-14,1931,3,Internal,Failed,5,381.36,Yes
2023-03-19,1932,2,Internal,Failed,2,754.08,No
2022-10-17,1933,2,Internal,Incomplete,5,837.19,Yes
2023-05-08,1934,3,External,Incomplete,2,993.7,No
2022-09-16,1935,2,Internal,Completed,2,505.4,Yes
2022-08-21,1936,3,External,Failed,5,567.55,No
2023-05-08,1937,3,External,Completed,4,774.74,No
2022-08-24,1938,1,External,Passed,5,316.61,Yes
2022-10-27,1939,1,External,Completed,3,531.73,Yes
2023-01-16,1940,1,External,Failed,2,342.26,No
2023-02-04,1941,3,External,Failed,3,158.79,Yes
2023-04-15,1942,2,Internal,Completed,3,250.51,No
2023-05-13,1943,5,Internal,Passed,3,453.4,No
2022-10-26,1944,5,External,Completed,5,742.31,Yes
2023-01-12,1945,2,External,Passed,5,341.94,No
2022-08-30,1946,2,Internal,Completed,1,967.18,Yes
2022-11-14,1947,1,External,Failed,3,147.4,Yes
2023-05-23,1948,4,External,Failed,4,884.26,No
2023-04-28,1949,2,Internal,Incomplete,5,592.96,Yes
2023-02-21,1950,4,External,Passed,2,801.28,No
2023-04-29,1951,3,Internal,Incomplete,2,717.95,No
2023-03-05,1952,3,Internal,Passed,1,846.22,Yes
2022-08-13,1953,3,External,Passed,4,275.62,No
2022-08-14,1954,2,External,Passed,5,837.05,Yes
2023-07-22,1955,3,Internal,Incomplete,3,202.35,Yes
2023-06-05,1956,1,External,Passed,4,590.97,Yes
2023-04-14,1957,2,External,Failed,5,744.55,No
2023-05-23,1958,1,Internal,Incomplete,2,141.91,Yes
2022-09-13,1959,4,External,Completed,2,883.34,No
2023-04-28,1960,3,Internal,Passed,4,176.82,Yes
2023-04-25,1961,2,External,Failed,1,767.22,No
2022-10-02,1962,3,External,Completed,5,555.6,No
2023-06-13,1963,5,Internal,Incomplete,2,316.03,No
2023-05-22,1964,2,Internal,Failed,1,540.96,No
2022-10-16,1965,3,External,Failed,3,444.23,Yes
2023-05-19,1966,1,Internal,Failed,5,497.54,Yes
2023-07-23,1967,2,Internal,Incomplete,4,300.95,Yes
2022-11-25,1968,2,Internal,Incomplete,2,283.06,Yes
2022-08-29,1969,1,Internal,Incomplete,4,967.94,No
2023-03-27,1970,3,External,Failed,1,398.23,No
2022-12-20,1971,3,External,Incomplete,1,331.8,Yes
2023-04-26,1972,3,External,Incomplete,4,349.48,No
